iter	Passed	Remaining
406	2031	2960
407	2038	2958
408	2040	2949
409	2043	2940
410	2045	2931
411	2056	2934
412	2058	2925
413	2063	2920
414	2071	2920
415	2073	2911
416	2076	2903
417	2085	2903
418	2088	2895
419	2090	2886
420	2092	2877
421	2094	2869
422	2102	2867
423	2105	2860
424	2107	2850
425	2109	2841
426	2110	2832
427	2115	2826
428	2118	2819
429	2122	2813
430	2131	2814
431	2133	2805
432	2135	2796
433	2137	2787
434	2145	2786
435	2147	2777
436	2149	2768
437	2151	2760
438	2152	2751
439	2155	2743
440	2159	2737
441	2161	2728
442	2162	2719
443	2164	2710
444	2166	2701
445	2167	2692
446	2172	2688
447	2175	2680
448	2176	2671
449	2178	2662
450	2180	2653
451	2181	2645
452	2183	2636
453	2189	2632
454	2190	2624
455	2192	2615
456	2194	2607
457	2196	2598
458	2197	2590
459	2199	2581
460	2203	2576
461	2205	2567
462	2206	2559
463	2208	2551
464	2210	2542
465	2211	2534
466	2213	2526
467	2219	2522
468	2221	2514
469	2223	2506
470	2224	2498
471	2226	2490
472	2228	2482
473	2229	2474
474	2235	2470
475	2237	2463
476	2239	2455
477	2241	2447
478	2243	2440
479	2245	2432
480	2249	2427
481	2251	2419
482	2252	2411
483	2254	2403
484	2256	2395
485	2258	2388
486	2260	2381
487	2266	2377
488	2268	2370
489	2269	2362
490	2271	2354
491	2273	2347
492	2275	2339
493	2281	2336
494	2283	2329
495	2284	2321
496	2286	2313
497	2288	2306
498	2290	2299
499	2291	2291
500	2296	2286
501	2298	2279
502	2299	2272
503	2301	2265
504	2303	2257
505	2304	2250
506	2307	2244
507	2311	2238
508	2312	2231
509	2314	2223
510	2316	2216
511	2318	2209
512	2320	2202
513	2328	2201
514	2330	2195
515	2336	2191
516	2342	2188
517	2344	2181
518	2346	2174
519	2348	2168
520	2350	2160
521	2352	2154
522	2355	2147
523	2356	2140
524	2358	2134
525	2360	2127
526	2362	2120
527	2367	2116
528	2370	2110
529	2372	2103
530	2374	2096
531	2376	2090
532	2378	2083
533	2384	2080
534	2386	2074
535	2388	2067
536	2390	2060
537	2391	2054
538	2393	2047
539	2400	2044
540	2401	2037
541	2403	2031
542	2406	2024
543	2407	2018
544	2409	2011
545	2416	2009
546	2418	2003
547	2421	1997
548	2423	1990
549	2425	1984
550	2427	1978
551	2429	1972
552	2431	1965
553	2433	1959
554	2435	1952
555	2437	1946
556	2443	1943
557	2445	1937
558	2447	1930
559	2449	1924
560	2451	1918
561	2453	1911
562	2458	1908
563	2460	1902
564	2462	1895
565	2464	1889
566	2466	1883
567	2468	1877
568	2472	1873
569	2475	1867
570	2477	1861
571	2480	1855
572	2482	1849
573	2484	1843
574	2490	1840
575	2492	1834
576	2494	1828
577	2496	1822
578	2498	1816
579	2505	1814
580	2507	1808
581	2510	1802
582	2513	1797
583	2520	1795
584	2522	1789
585	2524	1783
586	2526	1777
587	2528	1771
588	2529	1765
589	2536	1762
590	2538	1756
591	2540	1750
592	2542	1744
593	2544	1738
594	2549	1735
595	2552	1729
596	2553	1724
597	2555	1718
598	2557	1712
599	2559	1706
600	2564	1702
601	2567	1697
602	2569	1691
603	2571	1685
604	2572	1679
605	2574	1674
606	2581	1671
607	2582	1665
608	2584	1659
609	2586	1653
610	2588	1647
611	2590	1642
612	2595	1638
613	2597	1633
614	2600	1627
615	2602	1622
616	2605	1617
617	2610	1613
618	2611	1607
619	2614	1602
620	2615	1596
621	2617	1590
622	2619	1584
623	2620	1579
624	2626	1576
625	2628	1570
626	2630	1564
627	2632	1559
628	2633	1553
629	2635	1547
630	2637	1542
631	2643	1539
632	2645	1533
633	2647	1528
634	2648	1522
635	2650	1516
636	2652	1511
637	2657	1508
638	2660	1502
639	2662	1497
640	2664	1492
641	2665	1486
642	2667	1480
643	2674	1478
644	2676	1473
645	2678	1468
646	2681	1463
647	2683	1457
648	2689	1454
649	2691	1449
650	2693	1443
651	2695	1438
652	2696	1433
653	2699	1428
654	2706	1425
655	2708	1420
656	2710	1414
657	2712	1409
658	2714	1404
659	2722	1402
660	2724	1397
661	2726	1391
662	2727	1386
663	2729	1381
664	2737	1378
665	2739	1373
666	2742	1369
667	2744	1364
668	2747	1359
669	2752	1355
670	2753	1350
671	2755	1345
672	2757	1339
673	2759	1334
674	2760	1329
675	2767	1326
676	2768	1320
677	2770	1315
678	2772	1310
679	2773	1305
680	2775	1300
681	2781	1296
682	2783	1291
683	2785	1286
684	2787	1281
685	2789	1276
686	2790	1271
687	2795	1267
688	2798	1263
689	2800	1258
690	2802	1253
691	2805	1248
692	2807	1243
693	2810	1239
694	2812	1234
695	2813	1229
696	2815	1224
697	2817	1219
698	2819	1214
699	2821	1209
700	2824	1204
701	2825	1199
702	2827	1194
703	2829	1189
704	2836	1186
705	2838	1181
706	2840	1177
707	2842	1172
708	2844	1167
709	2850	1164
710	2852	1159
711	2854	1154
712	2857	1150
713	2859	1145
714	2867	1142
715	2869	1138
716	2871	1133
717	2874	1128
718	2876	1124
719	2882	1120
720	2884	1116
721	2887	1111
722	2889	1106
723	2899	1105
724	2902	1101
725	2905	1096
726	2908	1092
727	2914	1089
728	2917	1084
729	2919	1079
730	2941	1082
731	2943	1077
732	2946	1073
733	2948	1068
734	2955	1065
735	2957	1060
736	2960	1056
737	2963	1052
738	2971	1049
739	2973	1044
740	2976	1040
741	2978	1035
742	2987	1033
743	2989	1028
744	2991	1024
745	2993	1019
746	2995	1014
747	3003	1012
748	3006	1007
749	3009	1003
750	3010	998
751	3017	994
752	3019	990
753	3021	985
754	3024	981
755	3026	976
756	3033	973
757	3035	969
758	3037	964
759	3039	959
760	3041	955
761	3048	952
762	3050	947
763	3052	942
764	3054	938
765	3056	933
766	3057	928
767	3064	925
768	3065	920
769	3067	916
770	3069	911
771	3071	907
772	3073	902
773	3080	899
774	3083	895
775	3085	890
776	3087	886
777	3094	882
778	3095	878
779	3097	873
780	3099	869
781	3101	864
782	3103	860
783	3107	856
784	3109	851
785	3111	847
786	3113	842
787	3114	837
788	3116	833
789	3118	828
790	3119	824
791	3125	820
792	3127	816
793	3129	811
794	3130	807
795	3132	802
796	3134	798
797	3140	795
798	3142	790
799	3144	786
800	3146	781
801	3148	777
802	3150	772
803	3155	769
804	3156	764
805	3158	760
806	3160	755
807	3162	751
808	3164	747
809	3165	742
810	3171	739
811	3173	734
812	3175	730
813	3177	726
814	3179	721
815	3181	717
816	3187	713
817	3188	709
818	3190	705
819	3192	700
820	3193	696
821	3195	691
822	3197	687
823	3201	683
824	3202	679
825	3204	675
826	3206	670
827	3207	666
828	3209	662
829	3211	657
830	3218	654
831	3220	650
832	3221	645
833	3223	641
834	3225	637
835	3227	633
836	3233	629
837	3235	625
838	3236	621
839	3238	616
840	3240	612
841	3241	608
842	3243	604
843	3248	600
844	3250	596
845	3252	592
846	3254	587
847	3256	583
848	3263	580
849	3266	576
850	3268	572
851	3271	568
852	3278	565
853	3280	560
854	3282	556
855	3284	552
856	3286	548
857	3287	544
858	3292	540
859	3294	536
860	3296	532
861	3298	528
862	3299	523
863	3302	519
864	3303	515
865	3310	512
866	3312	508
867	3314	503
868	3316	499
869	3317	495
870	3319	491
871	3325	488
872	3327	484
873	3329	479
874	3331	475
875	3333	471
876	3334	467
877	3340	464
878	3342	460
879	3344	456
880	3347	452
881	3350	448
882	3357	444
883	3359	440
884	3362	436
885	3364	432
886	3371	429
887	3373	425
888	3375	421
889	3377	417
890	3379	413
891	3381	409
892	3386	405
893	3388	401
894	3390	397
895	3391	393
896	3393	389
897	3396	385
898	3403	382
899	3406	378
900	3408	374
901	3411	370
902	3413	366
903	3419	363
904	3421	359
905	3423	355
906	3425	351
907	3427	347
908	3434	343
909	3436	339
910	3438	335
911	3440	332
912	3442	328
913	3445	324
914	3447	320
915	3450	316
916	3453	312
917	3459	309
918	3462	305
919	3464	301
920	3467	297
921	3470	293
922	3474	289
923	3476	285
924	3478	282
925	3480	278
926	3482	274
927	3485	270
928	3494	267
929	3496	263
930	3498	259
931	3502	255
932	3505	251
933	3507	247
934	3509	243
935	3511	240
936	3513	236
937	3519	232
938	3521	228
939	3523	224
940	3525	221
941	3527	217
942	3534	213
943	3536	209
944	3538	205
945	3540	202
946	3541	198
947	3543	194
948	3550	190
949	3553	187
950	3555	183
951	3557	179
952	3564	175
953	3566	171
954	3568	168
955	3570	164
956	3571	160
957	3573	156
958	3580	153
959	3583	149
960	3584	145
961	3587	141
962	3589	137
963	3611	134
964	3614	131
965	3617	127
966	3621	123
967	3628	119
968	3631	116
969	3633	112
970	3638	108
971	3645	105
972	3647	101
973	3650	97
974	3652	93
975	3657	89
976	3660	86
977	3663	82
978	3665	78
979	3667	74
980	3669	71
981	3675	67
982	3677	63
983	3679	59
984	3680	56
985	3682	52
986	3691	48
987	3692	44
988	3694	41
989	3696	37
990	3698	33
991	3699	29
992	3701	26
993	3703	22
994	3705	18
995	3707	14
996	3708	11
997	3710	7
998	3717	3
999	3719	0
