iter	Passed	Remaining
326	788	1623
327	790	1619
328	792	1615
329	794	1612
330	795	1608
331	797	1604
332	799	1600
333	800	1597
334	804	1596
335	806	1594
336	810	1593
337	812	1592
338	815	1589
339	817	1587
340	819	1583
341	821	1580
342	823	1576
343	824	1573
344	826	1569
345	828	1565
346	830	1562
347	831	1558
348	834	1556
349	837	1554
350	839	1551
351	841	1549
352	843	1546
353	845	1543
354	850	1544
355	852	1542
356	854	1539
357	856	1536
358	859	1534
359	865	1538
360	869	1539
361	872	1538
362	875	1537
363	883	1543
364	886	1541
365	888	1539
366	893	1541
367	898	1542
368	900	1539
369	902	1537
370	905	1534
371	907	1531
372	909	1529
373	911	1525
374	913	1521
375	914	1518
376	916	1514
377	918	1511
378	920	1508
379	923	1506
380	925	1503
381	926	1499
382	928	1496
383	930	1492
384	932	1489
385	934	1486
386	936	1483
387	938	1479
388	939	1476
389	941	1472
390	943	1469
391	945	1466
392	947	1463
393	949	1460
394	952	1459
395	955	1457
396	957	1454
397	959	1450
398	960	1447
399	962	1443
400	964	1440
401	965	1436
402	967	1433
403	969	1430
404	971	1426
405	972	1423
406	974	1419
407	976	1416
408	977	1412
409	979	1410
410	981	1407
411	983	1403
412	985	1400
413	987	1397
414	989	1395
415	991	1391
416	993	1388
417	994	1384
418	996	1381
419	998	1378
420	1000	1375
421	1001	1372
422	1003	1368
423	1005	1365
424	1006	1362
425	1009	1359
426	1010	1356
427	1012	1353
428	1014	1350
429	1016	1347
430	1017	1343
431	1019	1340
432	1021	1337
433	1022	1334
434	1024	1330
435	1026	1327
436	1027	1324
437	1029	1321
438	1031	1317
439	1032	1314
440	1034	1311
441	1036	1308
442	1038	1305
443	1040	1302
444	1041	1299
445	1043	1296
446	1045	1293
447	1047	1290
448	1048	1287
449	1050	1284
450	1052	1281
451	1054	1277
452	1055	1274
453	1057	1271
454	1058	1268
455	1060	1265
456	1062	1262
457	1064	1259
458	1066	1257
459	1068	1254
460	1070	1251
461	1072	1248
462	1074	1245
463	1075	1242
464	1077	1239
465	1079	1236
466	1080	1233
467	1082	1230
468	1084	1227
469	1085	1224
470	1087	1221
471	1089	1218
472	1090	1215
473	1092	1212
474	1094	1209
475	1096	1206
476	1098	1204
477	1099	1201
478	1101	1198
479	1104	1196
480	1106	1193
481	1108	1190
482	1109	1187
483	1111	1184
484	1113	1181
485	1114	1178
486	1116	1175
487	1118	1173
488	1119	1170
489	1121	1167
490	1122	1164
491	1124	1161
492	1126	1158
493	1128	1155
494	1130	1152
495	1131	1150
496	1133	1147
497	1135	1144
498	1136	1141
499	1138	1138
500	1140	1135
501	1141	1132
502	1143	1129
503	1145	1126
504	1146	1124
505	1148	1121
506	1150	1118
507	1151	1115
508	1153	1112
509	1155	1110
510	1157	1107
511	1159	1104
512	1161	1102
513	1163	1100
514	1165	1097
515	1167	1094
516	1168	1092
517	1170	1089
518	1172	1086
519	1177	1086
520	1181	1086
521	1183	1083
522	1184	1080
523	1187	1078
524	1190	1076
525	1191	1074
526	1193	1071
527	1195	1068
528	1197	1065
529	1198	1063
530	1200	1060
531	1202	1057
532	1203	1054
533	1205	1052
534	1207	1049
535	1209	1046
536	1210	1043
537	1212	1041
538	1214	1038
539	1216	1036
540	1217	1033
541	1219	1030
542	1221	1027
543	1222	1025
544	1224	1022
545	1226	1019
546	1227	1016
547	1229	1014
548	1231	1011
549	1232	1008
550	1234	1005
551	1236	1003
552	1238	1000
553	1240	998
554	1241	995
555	1243	992
556	1245	990
557	1247	988
558	1249	985
559	1251	983
560	1252	980
561	1254	977
562	1256	974
563	1257	972
564	1259	969
565	1260	966
566	1262	964
567	1264	961
568	1265	958
569	1267	956
570	1269	953
571	1270	950
572	1272	948
573	1274	945
574	1276	943
575	1278	940
576	1279	938
577	1281	935
578	1283	933
579	1284	930
580	1286	927
581	1288	925
582	1289	922
583	1291	919
584	1293	917
585	1294	914
586	1296	912
587	1298	909
588	1299	906
589	1301	904
590	1303	901
591	1305	899
592	1306	897
593	1309	894
594	1312	893
595	1313	890
596	1315	887
597	1317	885
598	1318	882
599	1320	880
600	1322	877
601	1323	875
602	1325	872
603	1327	870
604	1328	867
605	1330	865
606	1332	862
607	1333	859
608	1335	857
609	1340	856
610	1341	854
611	1343	851
612	1344	849
613	1346	846
614	1348	844
615	1350	841
616	1351	839
617	1353	836
618	1355	834
619	1356	831
620	1358	829
621	1360	826
622	1362	824
623	1364	822
624	1366	820
625	1368	817
626	1369	814
627	1371	812
628	1372	809
629	1374	807
630	1376	804
631	1377	802
632	1379	799
633	1381	797
634	1382	794
635	1384	792
636	1385	789
637	1387	787
638	1389	784
639	1390	782
640	1393	780
641	1394	777
642	1396	775
643	1398	772
644	1399	770
645	1401	768
646	1403	765
647	1404	763
648	1406	760
649	1408	758
650	1409	755
651	1411	753
652	1412	750
653	1414	748
654	1416	745
655	1417	743
656	1419	741
657	1421	738
658	1423	736
659	1424	734
660	1426	731
661	1428	729
662	1429	726
663	1431	724
664	1433	722
665	1435	719
666	1436	717
667	1438	714
668	1439	712
669	1441	709
670	1443	707
671	1444	705
672	1446	702
673	1448	700
674	1450	698
675	1452	695
676	1453	693
677	1455	691
678	1457	688
679	1458	686
680	1460	684
681	1462	681
682	1463	679
683	1465	677
684	1467	674
685	1468	672
686	1470	669
687	1471	667
688	1474	665
689	1476	663
690	1478	661
691	1480	659
692	1482	656
693	1484	654
694	1486	652
695	1487	649
696	1489	647
697	1491	645
698	1492	642
699	1494	640
700	1496	638
701	1497	635
702	1499	633
703	1501	631
704	1503	629
705	1504	626
706	1505	624
707	1507	621
708	1509	619
709	1511	617
710	1513	615
711	1514	612
712	1516	610
713	1518	608
714	1519	605
715	1521	603
716	1522	601
717	1524	598
718	1526	596
719	1528	594
720	1529	591
721	1531	589
722	1532	587
723	1534	585
724	1536	582
725	1537	580
726	1539	578
727	1541	576
728	1543	573
729	1545	571
730	1547	569
731	1548	567
732	1550	564
733	1551	562
734	1553	560
735	1555	557
736	1556	555
737	1558	553
738	1560	550
739	1561	548
740	1563	546
741	1564	544
742	1566	541
743	1568	539
744	1570	537
745	1572	535
746	1574	533
747	1575	530
748	1577	528
749	1579	526
750	1580	524
751	1582	521
752	1583	519
753	1585	517
754	1587	515
755	1588	512
756	1590	510
757	1592	508
758	1593	506
759	1595	503
760	1597	501
761	1599	499
762	1600	497
763	1602	495
764	1604	492
765	1606	490
766	1608	488
767	1609	486
768	1611	484
769	1613	481
770	1614	479
771	1616	477
772	1617	475
773	1619	472
774	1621	470
775	1622	468
776	1624	466
777	1625	463
778	1628	461
779	1629	459
780	1631	457
781	1633	455
782	1634	453
783	1636	450
784	1638	448
785	1639	446
786	1641	444
787	1643	442
788	1644	439
789	1646	437
790	1648	435
791	1649	433
792	1651	431
793	1652	428
794	1654	426
795	1656	424
796	1658	422
797	1660	420
798	1662	418
799	1663	415
800	1665	413
801	1666	411
802	1668	409
803	1670	407
804	1671	404
805	1673	402
806	1674	400
807	1676	398
808	1678	396
809	1679	394
810	1681	391
811	1683	389
812	1685	387
813	1687	385
814	1688	383
815	1690	381
816	1692	379
817	1693	376
818	1695	374
819	1696	372
820	1698	370
821	1699	368
822	1701	365
823	1703	363
824	1704	361
825	1706	359
826	1708	357
827	1709	355
828	1711	353
829	1713	350
830	1715	348
831	1716	346
832	1718	344
833	1720	342
834	1722	340
835	1723	338
836	1725	335
837	1726	333
838	1728	331
839	1730	329
840	1731	327
841	1733	325
842	1735	323
843	1736	320
844	1738	318
845	1739	316
846	1741	314
847	1742	312
848	1745	310
849	1746	308
850	1748	306
851	1750	304
852	1751	301
853	1753	299
854	1755	297
855	1756	295
856	1758	293
857	1759	291
858	1761	289
859	1763	287
860	1764	284
861	1766	282
862	1767	280
863	1769	278
864	1771	276
865	1773	274
866	1775	272
867	1776	270
868	1778	268
869	1780	266
870	1781	263
871	1783	261
872	1785	259
873	1786	257
874	1788	255
875	1790	253
876	1791	251
877	1793	249
878	1795	247
879	1796	244
880	1798	242
881	1799	240
882	1801	238
883	1803	236
884	1805	234
885	1807	232
886	1808	230
887	1810	228
888	1812	226
889	1814	224
890	1815	222
891	1817	220
892	1819	217
893	1820	215
894	1822	213
895	1823	211
896	1825	209
897	1827	207
898	1829	205
899	1830	203
900	1833	201
901	1834	199
902	1836	197
903	1838	195
904	1840	193
905	1843	191
906	1845	189
907	1846	187
908	1848	185
909	1850	182
910	1851	180
911	1853	178
912	1855	176
913	1856	174
914	1858	172
915	1859	170
916	1862	168
917	1863	166
918	1865	164
919	1867	162
920	1868	160
921	1870	158
922	1872	156
923	1873	154
924	1875	152
925	1876	149
926	1878	147
927	1880	145
928	1881	143
929	1883	141
930	1885	139
931	1886	137
932	1888	135
933	1889	133
934	1891	131
935	1893	129
936	1895	127
937	1896	125
938	1898	123
939	1900	121
940	1901	119
941	1903	117
942	1905	115
943	1906	113
944	1908	111
945	1910	109
946	1911	107
947	1913	104
948	1915	102
949	1916	100
950	1918	98
951	1920	96
952	1922	94
953	1923	92
954	1925	90
955	1927	88
956	1929	86
957	1930	84
958	1932	82
959	1933	80
960	1935	78
961	1937	76
962	1938	74
963	1940	72
964	1942	70
965	1943	68
966	1945	66
967	1946	64
968	1948	62
969	1950	60
970	1952	58
971	1954	56
972	1955	54
973	1957	52
974	1958	50
975	1960	48
976	1962	46
977	1963	44
978	1965	42
979	1966	40
980	1968	38
981	1970	36
982	1972	34
983	1973	32
984	1975	30
985	1977	28
986	1979	26
987	1980	24
988	1982	22
989	1984	20
990	1986	18
991	1987	16
992	1989	14
993	1991	12
994	1992	10
995	1994	8
996	1995	6
997	1997	4
998	1999	2
999	2000	0
